pkg,depends
lilv,libsratom-0.so
lilv,lv2
lilv,zix
lilypond,fontconfig
lilypond,libfontconfig.so
lilypond,freetype2
lilypond,libfreetype.so
lilypond,gcc-libs
lilypond,ghostscript
lilypond,glib2
lilypond,libgobject-2.0.so
lilypond,glibc
lilypond,libglib-2.0.so
lilypond,gsfonts
lilypond,guile2.2
lilypond,libguile-2.2.so
lilypond,harfbuzz
lilypond,libharfbuzz.so
lilypond,pango
lilypond,libpango-1.0.so
lilypond,libpangoft2-1.0.so
limesuite,sqlite3
limesuite,wxwidgets-gtk3
limesuite,freeglut
limesuite,libusb
limesuite,soapysdr
limesuite,wget
limesuite,gnuplot
limesuite,glew
limesuite,fltk
limine,glibc
linbox,fflas-ffpack
linbox,gcc-libs
linbox,glibc
linbox,ntl
linbox,sh
lincity-ng,gcc-libs
lincity-ng,glibc
lincity-ng,hicolor-icon-theme
lincity-ng,libglvnd
lincity-ng,libxml2
lincity-ng,physfs
lincity-ng,sdl2
lincity-ng,sdl2_gfx
lincity-ng,sdl2_image
lincity-ng,sdl2_mixer
lincity-ng,sdl2_ttf
lincity-ng,zlib
link-grammar,glibc
link-grammar,hunspell
link-grammar,libedit
link-grammar,pcre2
link-grammar,sqlite
linssid,qt5-base
linssid,qt5-svg
linssid,qwt
linssid,libxkbcommon-x11
linssid,iw
linssid,wireless_tools
linssid,xdg-utils
linssid,desktop-file-utils
linssid,gtk-update-icon-cache
linux-atm,glibc
linux-hardened,coreutils
linux-hardened,initramfs
linux-hardened,kmod
linux-hardened-headers,pahole
linux-rt,coreutils
linux-rt,initramfs
linux-rt,kmod
linux-rt-headers,pahole
linux-rt-lts,coreutils
linux-rt-lts,initramfs
linux-rt-lts,kmod
linux-rt-lts-headers,pahole
linux-tools-meta,bootconfig
linux-tools-meta,bpf
linux-tools-meta,cpupower
linux-tools-meta,hyperv
linux-tools-meta,perf
linux-tools-meta,tmon
linux-tools-meta,turbostat
linux-tools-meta,usbip
linux-tools-meta,x86_energy_perf_policy
linux-zen,coreutils
linux-zen,initramfs
linux-zen,kmod
linux-zen-headers,pahole
linuxdoc-tools,jade
linuxsampler,gcc-libs
linuxsampler,glibc
linuxsampler,sqlite
linuxsampler,alsa-lib
linuxsampler,libasound.so
linuxsampler,jack
linuxsampler,libjack.so
linuxsampler,libgig
linuxsampler,libgig.so
linuxsampler,libsndfile
linuxsampler,libsndfile.so
liquid-dsp,glibc
liquid-dsp-sse4.1,glibc
liquidctl,python
liquidctl,python-docopt
liquidctl,python-pyusb
liquidctl,python-hidapi
liquidctl,python-colorlog
liquidctl,i2c-tools
liquidctl,python-pillow
liquidctl,python-crcmod
liquidsfz,liquidsfz-lv2
liquidsfz,liquidsfz-standalone
liquidsfz-lv2,gcc-libs
liquidsfz-lv2,glibc
liquidsfz-lv2,libliquidsfz
liquidsfz-lv2,libsndfile
liquidsfz-lv2,libsndfile.so
liquidsfz-lv2,lv2-host
liquidsfz-standalone,gcc-libs
liquidsfz-standalone,glibc
liquidsfz-standalone,jack
liquidsfz-standalone,libliquidsfz
liquidsfz-standalone,libsndfile
liquidsfz-standalone,libsndfile.so
liquidsfz-standalone,readline
liquidsfz-standalone,libreadline.so
liquidshell,bluez-qt
liquidshell,gcc-libs
liquidshell,glibc
liquidshell,karchive
liquidshell,kcmutils
liquidshell,kcolorscheme
liquidshell,kconfig
liquidshell,kcoreaddons
liquidshell,kcrash
liquidshell,kdbusaddons
liquidshell,ki18n
liquidshell,kiconthemes
liquidshell,kio
liquidshell,kitemviews
liquidshell,knewstuff
liquidshell,knotifications
liquidshell,kservice
liquidshell,kstatusnotifieritem
liquidshell,kwidgetsaddons
liquidshell,kwindowsystem
liquidshell,kxmlgui
liquidshell,networkmanager-qt
liquidshell,qt6-base
liquidshell,sh
liquidshell,solid
lirc,alsa-lib
lirc,libx11
lirc,libftdi
lirc,libusb-compat
lire,perl-dbd-sqlite
lire,perl-libintl-perl
lire,perl-curses-ui
lire,perl-curses
lire,perl-xml-parser
lite-xl,freetype2
lite-xl,lua
lite-xl,pcre2
lite-xl,sdl2
litehtml,gcc-libs
litehtml,glibc
litehtml,gumbo-parser
liteide,go-tools
liteide,qt5-base
live-media,gcc-libs
live-media,openssl
lksctp-tools,glibc
lksctp-tools,bash
lld,llvm-libs
lld,gcc-libs
lld,zlib
lld,zstd
lldb,llvm-libs
lldb,clang
lldb,gcc-libs
lldb,zlib
lldb,xz
lldb,libedit
lldb,ncurses
lldb,libxml2
lldb,python
lldb-mi,gcc-libs
lldb-mi,glibc
lldb-mi,lldb
lldb-mi,llvm-libs
lldpd,glibc
lldpd,libevent
lldpd,libbsd
lldpd,zlib
lldpd,openssl
lldpd,pciutils
lldpd,perl
lldpd,libxml2
lldpd,net-snmp
lldpd,jansson
llhttp,glibc
llm-manager,ollama
llm-manager,python
llvm,llvm-libs
llvm,perl
llvm-julia,gcc-libs
llvm-julia,glibc
llvm-julia,zlib
llvm-julia,zstd
llvm-julia,llvm-julia-libs
llvm-julia-libs,gcc-libs
llvm-julia-libs,glibc
llvm-julia-libs,zlib
llvm-julia-libs,zstd
llvm-julia-libs,libedit
llvm-julia-libs,libffi
llvm-julia-libs,libxml2
llvm-julia-libs,ncurses
llvm-libs,gcc-libs
llvm-libs,zlib
llvm-libs,zstd
llvm-libs,curl
llvm-libs,libffi
llvm-libs,libedit
llvm-libs,ncurses
llvm-libs,libxml2
llvm14,llvm14-libs
llvm14,perl
llvm14-libs,gcc-libs
llvm14-libs,zlib
llvm14-libs,libffi
llvm14-libs,libedit
llvm14-libs,ncurses
llvm14-libs,libxml2
lm32-elf-binutils,zlib
lm32-elf-gcc,lm32-elf-binutils
lm32-elf-gcc,zlib
lm32-elf-gcc,libmpc
lm32-elf-gcc,libisl
lm32-elf-gcc,zstd
lm32-elf-gdb,xz
lm32-elf-gdb,ncurses
lm32-elf-gdb,expat
lm32-elf-gdb,python
lm32-elf-gdb,guile
lm32-elf-gdb,gdb-common
lm32-elf-gdb,mpfr
lm32-elf-gdb,libelf
lm32-elf-gdb,source-highlight
lm_sensors,bash
lm_sensors,glibc
lmdb,glibc
lmdbxx,lmdb
lmms,gcc-libs
lmms,glibc
lmms,hicolor-icon-theme
lmms,libx11
lmms,libxcb
lmms,qt5-base
lmms,qt5-x11extras
lmms,sdl12-compat
lmms,sh
lmms,zlib
lmms,alsa-lib
lmms,libasound.so
lmms,fftw
lmms,libfftw3f.so
lmms,fltk
lmms,libfltk.so
lmms,fluidsynth
lmms,libfluidsynth.so
lmms,lame
lmms,libmp3lame.so
lmms,libgig
lmms,libgig.so
lmms,libogg
lmms,libogg.so
lmms,libpulse
lmms,libpulse.so
lmms,libsamplerate
lmms,libsamplerate.so
lmms,libsndfile
lmms,libsndfile.so
lmms,libvorbis
lmms,libvorbis.so
lmms,libvorbisenc.so
lmms,libvorbisfile.so
lmms,portaudio
lmms,libportaudio.so
lmms,sndio
lmms,libsndio.so
lmms,stk
lmms,libstk-5.0.0.so
lnav,ncurses
lnav,curl
lnav,pcre2
lnav,sqlite3
lnav,libarchive
localsearch,dconf
localsearch,exempi
localsearch,gcc-libs
localsearch,giflib
localsearch,glib2
localsearch,glibc
localsearch,gst-plugins-base-libs
localsearch,gstreamer
localsearch,icu
localsearch,libcue
localsearch,libexif
localsearch,libgexiv2
localsearch,libgsf
localsearch,libgudev
localsearch,libgxps
localsearch,libiptcdata
localsearch,libjpeg-turbo
localsearch,libosinfo
localsearch,libpng
localsearch,libseccomp
localsearch,libtiff
localsearch,libxml2
localsearch,poppler-glib
localsearch,tinysparql
localsearch,totem-plparser
localsearch,upower
localsearch,libtinysparql-3.0.so
localsearch-testutils,bash
localsearch-testutils,glib2
localsearch-testutils,python
localsearch-testutils,python-gobject
localsearch-testutils,tinysparql
lockfile-progs,glibc
lockfile-progs,liblockfile
log4cplus,gcc-libs
log4cpp,gcc-libs
log4cpp,libnsl
log4cxx,apr-util
log4cxx,libxml2
logcli,glibc
logwatch,perl
logwatch,perl-html-parser
lokalize,gcc-libs
lokalize,glibc
lokalize,hunspell
lokalize,kcolorscheme
lokalize,kcompletion
lokalize,kconfig
lokalize,kconfigwidgets
lokalize,kcoreaddons
lokalize,kcrash
lokalize,kdbusaddons
lokalize,ki18n
lokalize,kio
lokalize,kitemviews
lokalize,knotifications
lokalize,ktextwidgets
lokalize,kwidgetsaddons
lokalize,kxmlgui
lokalize,qt6-base
lokalize,sonnet
loki,glibc
loki-canary,glibc
lolcat,ruby
lolcat,ruby-paint
lolcat,ruby-optimist
lolcat,ruby-manpages
lollypop,dconf
lollypop,gdk-pixbuf2
lollypop,gobject-introspection-runtime
lollypop,gst-plugins-base-libs
lollypop,gst-python
lollypop,gstreamer
lollypop,gtk3
lollypop,hicolor-icon-theme
lollypop,libhandy
lollypop,libsoup3
lollypop,pango
lollypop,python
lollypop,python-beautifulsoup4
lollypop,python-cairo
lollypop,python-gobject
lollypop,python-pillow
lollypop,totem-plparser
lorcon,glibc
lorcon,libpcap
lorem,dconf
lorem,gcc-libs
lorem,glib2
lorem,glibc
lorem,gtk4
lorem,hicolor-icon-theme
lorem,libadwaita
loudmouth,glib2
loudmouth,gnutls
loudmouth,libidn
loudmouth,krb5
loupe,bubblewrap
loupe,cairo
loupe,dconf
loupe,gcc-libs
loupe,glib2
loupe,glibc
loupe,glycin
loupe,graphene
loupe,gtk4
loupe,hicolor-icon-theme
loupe,lcms2
loupe,libadwaita
loupe,libgweather-4
loupe,libseccomp
lout,glibc
lout,zlib
love,luajit
love,freetype2
love,mpg123
love,openal
love,libvorbis
love,libmodplug
love,sdl2
love,shared-mime-info
love,hicolor-icon-theme
love,desktop-file-utils
love,libtheora
lowdown,glibc
lowdown,libmd
lprint,pappl
lprint,libcups
lprint,glibc
lpsolve,glibc
lrcalc,glibc
lrs,glibc
lrs,gmp
lrzip,lzo
ls++,perl
ls++,perl-term-extendedcolor
lsb-release,sh
lsd,gcc-libs
lsd,zlib
lsdvd,libdvdread
lshw,gcc-libs
lshw,hwdata
lsix,imagemagick
lsix,ttf-dejavu
lskat,gcc-libs
lskat,glibc
lskat,kconfig
lskat,kcoreaddons
lskat,kcrash
lskat,kdbusaddons
lskat,kguiaddons
lskat,ki18n
lskat,kwidgetsaddons
lskat,kxmlgui
lskat,libkdegames
lskat,qt6-base
lskat,qt6-svg
lsof,glibc
lsof,libtirpc
lsp-plugins,lsp-plugins-clap
lsp-plugins,lsp-plugins-gst
lsp-plugins,lsp-plugins-ladspa
lsp-plugins,lsp-plugins-lv2
lsp-plugins,lsp-plugins-standalone
lsp-plugins,lsp-plugins-vst
lsp-plugins,lsp-plugins-vst3
lsp-plugins-clap,cairo
lsp-plugins-clap,clap-host
lsp-plugins-clap,freetype2
lsp-plugins-clap,gcc-libs
lsp-plugins-clap,glibc
lsp-plugins-clap,liblsp-r3d-glx-lib
lsp-plugins-clap,libsndfile
lsp-plugins-clap,libsndfile.so
lsp-plugins-clap,libx11
lsp-plugins-clap,libxrandr
lsp-plugins-gst,gcc-libs
lsp-plugins-gst,glib2
lsp-plugins-gst,libglib-2.0.so
lsp-plugins-gst,libgobject-2.0.so
lsp-plugins-gst,glibc
lsp-plugins-gst,gstreamer
lsp-plugins-gst,gst-plugins-base-libs
lsp-plugins-gst,liblsp-r3d-glx-lib
lsp-plugins-gst,libsndfile
lsp-plugins-gst,libsndfile.so
lsp-plugins-ladspa,gcc-libs
lsp-plugins-ladspa,glibc
lsp-plugins-ladspa,ladspa-host
lsp-plugins-ladspa,liblsp-r3d-glx-lib
lsp-plugins-ladspa,libsndfile
lsp-plugins-ladspa,libsndfile.so
lsp-plugins-lv2,cairo
lsp-plugins-lv2,freetype2
lsp-plugins-lv2,gcc-libs
lsp-plugins-lv2,glibc
lsp-plugins-lv2,lv2-host
lsp-plugins-lv2,liblsp-r3d-glx-lib
lsp-plugins-lv2,libsndfile
lsp-plugins-lv2,libsndfile.so
lsp-plugins-lv2,libx11
lsp-plugins-lv2,libxrandr
lsp-plugins-standalone,cairo
lsp-plugins-standalone,freetype2
lsp-plugins-standalone,gcc-libs
lsp-plugins-standalone,glibc
lsp-plugins-standalone,hicolor-icon-theme
lsp-plugins-standalone,jack
lsp-plugins-standalone,libjack.so
lsp-plugins-standalone,liblsp-r3d-glx-lib
lsp-plugins-standalone,libsndfile
lsp-plugins-standalone,libsndfile.so
lsp-plugins-standalone,libx11
lsp-plugins-standalone,libxrandr
lsp-plugins-vst,cairo
lsp-plugins-vst,freetype2
lsp-plugins-vst,gcc-libs
lsp-plugins-vst,glibc
lsp-plugins-vst,liblsp-r3d-glx-lib
lsp-plugins-vst,libsndfile
lsp-plugins-vst,libsndfile.so
lsp-plugins-vst,libx11
lsp-plugins-vst,libxrandr
lsp-plugins-vst,vst-host
lsp-plugins-vst3,cairo
lsp-plugins-vst3,freetype2
lsp-plugins-vst3,gcc-libs
lsp-plugins-vst3,glibc
lsp-plugins-vst3,liblsp-r3d-glx-lib
lsp-plugins-vst3,libsndfile
lsp-plugins-vst3,libsndfile.so
lsp-plugins-vst3,libx11
lsp-plugins-vst3,libxrandr
lsp-plugins-vst3,vst3-host
lsscsi,sysfsutils
lsw,libx11
ltrace,elfutils
ltrace,libunwind
lttng-ust,liburcu
lttng-ust,util-linux
lttng-ust,python
lttng-ust,numactl
lttng-ust2.12,glibc
lttng-ust2.12,libnuma.so
lttng-ust2.12,liburcu
lua,readline
lua-bit32,lua
lua-busted,lua
lua-busted,lua-cliargs
lua-busted,lua-dkjson
lua-busted,lua-filesystem
lua-busted,lua-luassert
lua-busted,lua-mediator
lua-busted,lua-penlight
lua-busted,lua-say
lua-busted,lua-system
lua-busted,lua-term
lua-cassowary,lua
lua-cassowary,lua-penlight
lua-cldr,lua
lua-cldr,lua-penlight
lua-cliargs,lua
lua-cosmo,lua
lua-cosmo,lua-lpeg
lua-cqueues,openssl
lua-decasify,gcc-libs
lua-decasify,glibc
lua-dkjson,lua
lua-expat,expat
lua-expat,lua
lua-fluent,lua
lua-fluent,lua-cldr
lua-fluent,lua-luaepnf
lua-fluent,lua-penlight
lua-http,lua-cqueues
lua-http,lua-luaossl
lua-http,lua-basexx
lua-http,lua-binaryheap
lua-http,lua-lpeg
lua-http,lua-lpeg-patterns
lua-http,lua-fifo
lua-inifile,lua
lua-jsregexp,lua
lua-lanes,lua
lua-language-server,bash
lua-language-server,gcc-libs
lua-lgi,glibc
lua-lgi,glib2
lua-lgi,libffi
lua-lgi,gobject-introspection-runtime
lua-lgi,lua
lua-linenoise,lua
lua-loadkit,lua
lua-lpeg,glibc
lua-lpeg-patterns,lua-lpeg
lua-luaepnf,lua
lua-luaepnf,lua-lpeg
lua-luaossl,openssl
lua-luarepl,bash
lua-luarepl,lua
lua-luarocks-build-rust-mlua,cargo
lua-luarocks-build-rust-mlua,lua
lua-luassert,lua
lua-luassert,lua-say
lua-luautf8,lua
lua-lub,lua
lua-lub,lua-filesystem
lua-lut,lua
lua-lut,lua-filesystem
lua-lut,lua-lub
lua-luv,libuv
lua-luv,lua
lua-mediator,lua
lua-mpack,libmpack
lua-mpack,lua
lua-penlight,lua-filesystem
lua-posix,libxcrypt
lua-posix,libcrypt.so
lua-posix,lua
lua-posix,lua-bit32
lua-psl,libpsl
lua-say,lua
lua-sdl2,lua53
lua-sdl2,sdl2_gfx
lua-sdl2,sdl2_image
lua-sdl2,sdl2_mixer
lua-sdl2,sdl2_net
lua-sdl2,sdl2_ttf
lua-sec,openssl
lua-sec,lua-socket
lua-semver,lua
lua-socket,lua
lua-std-debug,lua
lua-std-normalize,lua
lua-std-normalize,lua-std-debug
lua-stdlib,lua
lua-system,lua
lua-term,lua
lua-testmore,lua
lua-vstruct,lua
lua-yaml,lua
lua-yaml,lua-lub
lua-zlib,glibc
lua-zlib,zlib
lua51,readline
lua51-bit32,lua51
lua51-busted,lua51
lua51-busted,lua51-cliargs
lua51-busted,lua51-dkjson
lua51-busted,lua51-filesystem
lua51-busted,lua51-luassert
lua51-busted,lua51-mediator
lua51-busted,lua51-penlight
lua51-busted,lua51-say
lua51-busted,lua51-system
lua51-busted,lua51-term
lua51-cassowary,lua51
lua51-cassowary,lua51-penlight
lua51-cldr,lua51
lua51-cldr,lua51-penlight
lua51-cliargs,lua51
lua51-compat53,glibc
lua51-cosmo,lua51
lua51-cosmo,lua51-lpeg
lua51-cqueues,openssl
lua51-decasify,gcc-libs
lua51-decasify,glibc
lua51-dkjson,lua51
lua51-expat,expat
lua51-expat,lua51
lua51-fluent,lua51
lua51-fluent,lua51-cldr
lua51-fluent,lua51-luaepnf
lua51-fluent,lua51-penlight
lua51-http,lua51-compat53
lua51-http,lua51-bitop
lua51-http,lua51-cqueues
lua51-http,lua51-luaossl
lua51-http,lua51-basexx
lua51-http,lua51-binaryheap
lua51-http,lua51-lpeg
lua51-http,lua51-lpeg-patterns
lua51-http,lua51-fifo
lua51-inifile,lua51
lua51-jsregexp,lua51
lua51-lanes,lua51
lua51-lgi,glibc
lua51-lgi,glib2
lua51-lgi,libffi
lua51-lgi,gobject-introspection-runtime
lua51-lgi,lua51
lua51-linenoise,lua51
lua51-loadkit,lua51
lua51-lpeg,glibc
lua51-lpeg-patterns,lua51-lpeg
lua51-luaepnf,lua51
lua51-luaepnf,lua51-lpeg
lua51-luaossl,openssl
lua51-luarepl,bash
lua51-luarepl,lua51
lua51-luarocks-build-rust-mlua,cargo
lua51-luarocks-build-rust-mlua,lua51
lua51-luassert,lua51
lua51-luassert,lua51-say
lua51-luautf8,lua51
lua51-lub,lua51
lua51-lub,lua51-filesystem
lua51-lut,lua51
lua51-lut,lua51-filesystem
lua51-lut,lua51-lub
lua51-luv,libuv
lua51-luv,lua51
lua51-mediator,lua51
lua51-mpack,libmpack
lua51-mpack,lua51
lua51-penlight,lua51-filesystem
lua51-posix,libxcrypt
lua51-posix,libcrypt.so
lua51-posix,lua51
lua51-posix,lua51-bit32
lua51-psl,libpsl
lua51-say,lua51
lua51-sec,openssl
lua51-sec,lua51-socket
lua51-semver,lua51
lua51-socket,lua51
lua51-std-debug,lua51
lua51-std-normalize,lua51
lua51-std-normalize,lua51-std-debug
lua51-stdlib,lua51
lua51-system,lua51
lua51-term,lua51
lua51-testmore,lua51
lua51-vstruct,lua51
lua51-yaml,lua51
lua51-yaml,lua51-lub
lua51-zlib,glibc
lua51-zlib,zlib
lua52,readline
lua52-bit32,lua52
lua52-busted,lua52
lua52-busted,lua52-cliargs
lua52-busted,lua52-dkjson
lua52-busted,lua52-filesystem
lua52-busted,lua52-luassert
lua52-busted,lua52-mediator
lua52-busted,lua52-penlight
lua52-busted,lua52-say
lua52-busted,lua52-system
lua52-busted,lua52-term
lua52-cassowary,lua52
lua52-cassowary,lua52-penlight
lua52-cldr,lua52
lua52-cldr,lua52-penlight
lua52-cliargs,lua52
lua52-compat53,glibc
lua52-cosmo,lua52
lua52-cosmo,lua52-lpeg
lua52-cqueues,openssl
lua52-decasify,gcc-libs
lua52-decasify,glibc
lua52-dkjson,lua52
lua52-expat,expat
lua52-expat,lua52
lua52-fluent,lua52
lua52-fluent,lua52-cldr
lua52-fluent,lua52-luaepnf
lua52-fluent,lua52-penlight
lua52-http,lua52-compat53
lua52-http,lua52-cqueues
lua52-http,lua52-luaossl
lua52-http,lua52-basexx
lua52-http,lua52-binaryheap
lua52-http,lua52-lpeg
lua52-http,lua52-lpeg-patterns
lua52-http,lua52-fifo
lua52-inifile,lua52
lua52-jsregexp,lua52
lua52-lanes,lua52
lua52-linenoise,lua52
lua52-loadkit,lua52
lua52-lpeg,glibc
lua52-lpeg-patterns,lua52-lpeg
lua52-luaepnf,lua52
lua52-luaepnf,lua52-lpeg
lua52-luajson,lua52-lpeg
lua52-luaossl,openssl
lua52-luarepl,bash
lua52-luarepl,lua52
lua52-luarocks-build-rust-mlua,cargo
lua52-luarocks-build-rust-mlua,lua52
lua52-luassert,lua52
lua52-luassert,lua52-say
lua52-luautf8,lua52
lua52-lub,lua52
lua52-lub,lua52-filesystem
lua52-lut,lua52
lua52-lut,lua52-filesystem
lua52-lut,lua52-lub
lua52-luv,libuv
lua52-luv,lua52
lua52-mediator,lua52
lua52-mpack,libmpack
lua52-mpack,lua52
lua52-penlight,lua52-filesystem
lua52-posix,libxcrypt
lua52-posix,libcrypt.so
lua52-posix,lua52
lua52-posix,lua52-bit32
lua52-psl,libpsl
lua52-say,lua52
lua52-sec,openssl
lua52-sec,lua52-socket
lua52-semver,lua52
lua52-socket,lua52
lua52-std-debug,lua52
lua52-std-normalize,lua52
lua52-std-normalize,lua52-std-debug
lua52-stdlib,lua52
lua52-system,lua52
lua52-term,lua52
lua52-testmore,lua52
lua52-vstruct,lua52
lua52-yaml,lua52
lua52-yaml,lua52-lub
lua52-zlib,glibc
lua52-zlib,zlib
lua53,readline
lua53-bit32,lua53
lua53-busted,lua53
lua53-busted,lua53-cliargs
lua53-busted,lua53-dkjson
lua53-busted,lua53-filesystem
lua53-busted,lua53-luassert
lua53-busted,lua53-mediator
lua53-busted,lua53-penlight
lua53-busted,lua53-say
lua53-busted,lua53-system
lua53-busted,lua53-term
lua53-cassowary,lua53
lua53-cassowary,lua53-penlight
lua53-cldr,lua53
lua53-cldr,lua53-penlight
lua53-cliargs,lua53
lua53-cosmo,lua53
lua53-cosmo,lua53-lpeg
lua53-cqueues,openssl
lua53-decasify,gcc-libs
lua53-decasify,glibc
lua53-dkjson,lua53
lua53-expat,expat
lua53-expat,lua53
lua53-fluent,lua53
lua53-fluent,lua53-cldr
lua53-fluent,lua53-luaepnf
lua53-fluent,lua53-penlight
lua53-http,lua53-cqueues
lua53-http,lua53-luaossl
lua53-http,lua53-basexx
lua53-http,lua53-binaryheap
lua53-http,lua53-lpeg
lua53-http,lua53-lpeg-patterns
lua53-http,lua53-fifo
lua53-inifile,lua53
lua53-jsregexp,lua53
lua53-lanes,lua53
lua53-lgi,glibc
lua53-lgi,glib2
lua53-lgi,libffi
lua53-lgi,gobject-introspection-runtime
lua53-lgi,lua53
lua53-linenoise,lua53
lua53-loadkit,lua53
lua53-lpeg,glibc
lua53-lpeg-patterns,lua53-lpeg
lua53-luaepnf,lua53
lua53-luaepnf,lua53-lpeg
lua53-luaossl,openssl
lua53-luarepl,bash
