pkg,checkdepends
python-keystoneclient,python-testresources
python-keystoneclient,python-testscenarios
python-keystoneclient,python-testtools
python-keyutils,python-pytest
python-kivy,python-pytest
python-kivy,python-pytest-benchmark
python-kivy,python-coverage
python-kivy,python-gobject
python-kivy,xorg-server-xvfb
python-kivy,opencv
python-kivy,python-pyenchant
python-kivy,git
python-kivy,mtdev
python-kivy,xclip
python-kivy,xsel
python-kivy,gtk3
python-kivy,gst-plugins-base
python-kivy,gst-plugins-good
python-kivy,gst-libav
python-kivy,dbus-python
python-kivy,python-responses
python-kiwisolver,python-pytest
python-klein,python-hypothesis
python-klein,python-treq
python-klein,python-pytest
python-kombu,python-boto3
python-kombu,python-brotli
python-kombu,python-hypothesis
python-kombu,python-msgpack
python-kombu,python-pycurl
python-kombu,python-pymongo
python-kombu,python-pyro
python-kombu,python-pytest
python-kombu,python-pytest-freezer
python-kombu,python-pytest-sugar
python-kombu,python-pytz
python-kombu,python-redis
python-kombu,python-sqlalchemy
python-kombu,python-yaml
python-krb5,python-pytest
python-krb5,python-k5test
python-kubernetes,python-isort
python-kubernetes,python-pluggy
python-kubernetes,python-py
python-kubernetes,python-pytest
python-kubernetes-validate,python-pytest
python-lark-parser,python-js2py
python-lark-parser,python-tzlocal
python-lark-parser,python-atomicwrites
python-lark-parser,python-regex
python-latex2mathml,python-pytest
python-latex2mathml,python-multidict
python-latex2mathml,python-xmljson
python-latexcodec,python-pytest
python-lazr.config,python-zope-testrunner
python-lazr.delegates,python-pytest
python-lazy-loader,python-pytest
python-lazy-object-proxy,python-pytest-benchmark
python-ldap,openldap
python-ldap,python-pyasn1
python-ldap,python-pyasn1-modules
python-ldap,python-pytest
python-leather,python-cssselect
python-leather,python-lxml
python-levenshtein,python-pytest
python-lexicon,python-pytest-relaxed
python-libarchive-c,python-pytest
python-libevdev,python-pytest
python-libevdev,python-pluggy
python-libsass,python-pytest
python-libsass,python-werkzeug
python-libtmux,python-pytest
python-libtmux,python-pytest-mock
python-libtmux,python-pytest-rerunfailures
python-libtmux,procps-ng
python-libvcs,git
python-libvcs,mercurial
python-libvcs,python-pytest
python-libvcs,python-pytest-mock
python-libvcs,subversion
python-license-expression,python-pytest
python-license-expression,python-pytest-xdist
python-linetable,python-pytest
python-linkify-it-py,python-pytest
python-llfuse,python-pytest
python-llvmlite,python-pytest
python-lmdb,python-pytest
python-locket,python-pytest
python-locket,python-spur
python-lockfile,python-nose
python-logbook,redis
python-logbook,python-pytest
python-logbook,python-sqlalchemy
python-logbook,python-redis
python-logbook,python-pyzmq
python-logbook,python-execnet
python-logbook,python-jinja
python-logbook,python-brotli
python-logbook,pifpaf
python-logfury,python-pytest
python-logfury,python-testfixtures
python-loguru,python-colorama
python-loguru,python-freezegun
python-loguru,python-pytest
python-lsp-black,python-pytest
python-lsp-server,python-pytest
python-lsp-server,python-flaky
python-lsp-server,python-mccabe
python-lsp-server,python-pycodestyle
python-lsp-server,python-pydocstyle
python-lsp-server,python-pyflakes
python-lsp-server,python-pylint
python-lsp-server,python-rope
python-lsp-server,autopep8
python-lsp-server,flake8
python-lsp-server,yapf
python-lsp-server,python-whatthepatch
python-lsp-server,python-matplotlib
python-lsp-server,python-numpy
python-lsp-server,python-pandas
python-lsp-server,python-pyqt5
python-lsp-server,python-appdirs
python-lsprotocol,python-jsonschema
python-lsprotocol,python-pyhamcrest
python-lsprotocol,python-pytest
python-lxml,python-cssselect
python-lxml,python-html5lib
python-lxml,python-beautifulsoup4
python-lxml-docs,python-cssselect
python-lxml-docs,python-html5lib
python-lxml-docs,python-beautifulsoup4
python-lxml-html-clean,python-pytest
python-lz4,python-pytest
python-lz4,python-psutil
python-magic,python-pytest
python-magic-filter,python-pytest
python-magic-wormhole-mailbox-server,python-pytest
python-magic-wormhole-mailbox-server,python-treq
python-magic-wormhole-transit-relay,python-pytest
python-magnumclient,python-openstackclient
python-magnumclient,python-oslotest
python-magnumclient,python-osprofiler
python-magnumclient,python-stestr
python-magnumclient,python-testscenarios
python-magnumclient,python-testtools
python-mailmanclient,mailman3
python-mailmanclient,python-falcon
python-mailmanclient,python-httpx
python-mailmanclient,python-pytest
python-mailmanclient,python-pytest-asyncio
python-mailmanclient,python-pytest-services
python-mako,python-babel
python-mako,python-beaker
python-mako,python-dogpile.cache
python-mako,python-pygments
python-mako,python-pytest
python-manhole,python-virtualenv
python-manhole,python-pytest
python-manhole,python-process-tests
python-manhole,python-requests
python-manhole,uwsgi
python-manuel,python-zope-testing
python-markdown,python-yaml
python-markdown-it-py,python-pytest
python-markdown-it-py,python-pytest-regressions
python-markdown-it-py,python-mdit_py_plugins
python-markdown-it-py,python-linkify-it-py
python-markups,python-tox
python-markupsafe,python-pytest
python-marshmallow,python-pytest
python-marshmallow,python-simplejson
python-marshmallow,python-pytz
python-marshmallow,python-dateutil
python-matplotlib,python-pytest
python-matplotlib,python-pytest-xdist
python-matplotlib,python-pytest
python-matplotlib,python-pytest-rerunfailures
python-matplotlib,xorg-server-xvfb
python-matplotlib,texlive-bin
python-matplotlib,texlive-latexextra
python-matplotlib,texlive-pictures
python-matplotlib,texlive-fontsrecommended
python-matplotlib,texlive-luatex
python-matplotlib,ghostscript
python-matplotlib,inkscape
python-matplotlib,ffmpeg
python-matplotlib,imagemagick
python-matplotlib,gtk4
python-matplotlib,python-cairo
python-matplotlib,python-cairocffi
python-matplotlib,python-gobject
python-matplotlib,python-pyqt5
python-matplotlib,python-pyqt6
python-matplotlib,pyside6
python-matplotlib,python-tornado
python-matplotlib,python-wxpython
python-matplotlib,tk
python-matplotlib,jupyter-nbconvert
python-matplotlib,jupyter-nbformat
python-matplotlib,python-ipykernel
python-matplotlib,python-pandas
python-matplotlib,python-pikepdf
python-matplotlib,python-pytz
python-matplotlib,python-xarray
python-matplotlib,noto-fonts-cjk
python-matplotlib,wqy-zenhei
python-matplotlib,python-xcffib
python-matplotlib-inline,ipython
python-matplotlib-inline,python-matplotlib
python-matrix-common,python-twisted
python-matrix-common,python-aiounittest
python-maxminddb,python-pytest
python-mccabe,python-hypothesis
python-mccabe,python-hypothesmith
python-mccabe,python-pytest
python-mdit_py_plugins,python-pytest
python-mdit_py_plugins,python-pytest-regressions
python-mdurl,python-pytest
python-mechanize,python-zope-interface
python-mechanize,python-twisted
python-meilisearch,python-pytest
python-meilisearch,python-pytest-ordering
python-memcached,memcached
python-memcached,pifpaf
python-memcached,python-pytest
python-mergedict,python-pytest
python-micawber,python-pytest
python-micawber,python-beautifulsoup4
python-micawber,python-django
python-milc,python-semver
python-milc,python-nose2
python-minidb,python-pytest
python-minio,python-pytest
python-mistletoe,python-parameterized
python-mistletoe,python-pygments
python-mistune,python-pytest
python-mockito,python-pytest
python-mockito,python-numpy
python-mongoengine,python-mongomock
python-mongoengine,python-pillow
python-mongoengine,python-pytest
python-moto,python-pytest
python-moto,python-pytest-order
python-moto,python-freezegun
python-moto,python-yaml
python-moto,python-joserfc
python-moto,python-openapi-spec-validator
python-moto,python-docker
python-moto,python-graphql-core
python-moto,python-jsondiff
python-moto,python-aws-xray-sdk
python-moto,python-cfn-lint
python-moto,python-pyparsing
python-moto,python-py-partiql-parser
python-moto,python-crc32c
python-moto,python-flask
python-moto,python-flask-cors
python-moto,python-multipart
python-moto,python-antlr4
python-moto,python-jsonpath-ng
python-moto,python-jsonschema
python-mpi4py,inetutils
python-mplhep,python-pytest
python-mplhep,python-pytest-mock
python-mplhep,python-boost-histogram
python-mplhep,python-scipy
python-mplhep,python-uproot
python-mplhep,python-scikit-hep-testdata
python-mplhep,python-hist
python-mplhep,python-fsspec
python-mplhep_data,python-pytest
python-mplhep_data,python-importlib-metadata
python-mpris2,python-pytest
python-mpv,python-pytest
python-mpv,python-pyvirtualdisplay
python-mpv,xorg-server-xvfb
python-msgpack,python-pytest
python-mss,libxrandr
python-mss,lsof
python-mss,python-flaky
python-mss,python-pytest
python-mss,python-pytest-rerunfailures
python-mss,xorg-server-xvfb
python-multidict,python-pytest
python-multidict,python-pytest
python-multidict,python-psutil
python-multidict,python-perf
python-multivolumefile,python-pytest
python-multivolumefile,python-hypothesis
python-munch,python-pytest
python-munch,python-yaml
python-mutagen,python-hypothesis
python-mutagen,python-pycodestyle
python-mutagen,python-pyflakes
python-mutagen,python-pytest
python-myst-parser,python-beautifulsoup4
python-myst-parser,python-linkify-it-py
python-myst-parser,python-pytest
python-myst-parser,python-pytest-param-files
python-myst-parser,python-pytest-regressions
python-myst-parser,python-sphinx-pytest
python-nampa,python-pytest
python-natsort,python-hypothesis
python-natsort,python-pytest-mock
python-nbdime,mercurial
python-nbdime,python-jsonpatch
python-nbdime,python-pytest
python-nbdime,python-pytest-timeout
python-nbdime,python-pytest-tornado
python-nbval,python-matplotlib
python-nbval,python-pytest
python-nbval,python-pytest-mock
python-nbval,python-sympy
python-ndindex,python-hypothesis
python-ndindex,python-pytest
python-ndindex,python-sympy
python-netaddr,python-pytest
python-netcdf4,python-pytest
python-netcdf4-openmpi,openssh
python-networkx,python-pytest
python-networkx,python-lxml
python-networkx,python-pydot
python-networkx,python-pygraphviz
python-neutronclient,python-oslotest
python-neutronclient,python-osprofiler
python-neutronclient,python-openstackclient
python-neutronclient,python-subunit
python-neutronclient,python-requests-mock
python-neutronclient,python-stestr
python-neutronclient,python-testtools
python-neutronclient,python-testscenarios
python-nh3,python-pytest
python-nltk,nltk-data
python-nltk,python-requests
python-nltk,python-regex
python-nodeenv,nodejs
python-nodeenv,python-pytest
python-nodeenv,python-coverage
python-noiseprotocol,python-pytest
python-noiseprotocol,python-pytest-aiohttp
python-noiseprotocol,python-pytest-asyncio
python-nose2,python-coverage
python-novaclient,python-oslotest
python-novaclient,python-osprofiler
python-novaclient,python-requests-mock
python-novaclient,python-ddt
python-novaclient,python-stestr
python-novaclient,python-testscenarios
python-nox,python-pytest
python-nox,python-jinja
python-nox,python-tox
python-nptyping,python-feedparser
python-nptyping,python-pandas
python-nptyping,python-pytest
python-nptyping,python-pytest-mypy
python-nspektr,python-pytest-enabler
python-nspektr,python-pytest-mypy
python-numba,gdb
python-numba,ipython
python-numba,python-cffi
python-numba,python-ipykernel
python-numba,python-jinja
python-numba,python-pexpect
python-numba,python-pip
python-numba,python-pygments
python-numba,python-pytest
python-numba,python-pyyaml
python-numba,python-scipy
python-numpy,python-pytest
python-numpy,python-hypothesis
python-numpydoc,python-matplotlib
python-numpydoc,python-numpy
python-numpydoc,python-pytest
python-objgraph,graphviz
python-octaviaclient,python-hacking
python-octaviaclient,python-requests-mock
python-octaviaclient,python-pygments
python-octaviaclient,python-subunit
python-octaviaclient,python-oslotest
python-octaviaclient,python-stestr
python-octaviaclient,python-testscenarios
python-odfpy,python-pytest
python-olefile,python-pytest
python-olm,python-aspectlib
python-olm,python-pytest
python-olm,python-pytest-benchmark
python-openai,npm
python-openai,procps-ng
python-openai,python-dirty-equals
python-openai,python-inline-snapshot
python-openai,python-pytest
python-openai,python-pytest-asyncio
python-openai,python-nest-asyncio
python-openai,python-respx
python-openai,python-rich
python-openai-whisper,python-pytest
python-openapi-core,python-pytest
python-openapi-core,python-pytest-aiohttp
python-openapi-core,python-pytest-asyncio
python-openapi-core,python-aiohttp
python-openapi-core,python-aioitertools
python-openapi-core,python-django
python-openapi-core,python-django-rest-framework
python-openapi-core,python-falcon
python-openapi-core,python-fastapi
python-openapi-core,python-flask
python-openapi-core,python-httpx
python-openapi-core,python-multidict
python-openapi-core,python-requests
python-openapi-core,python-responses
python-openapi-core,python-starlette
python-openapi-schema-validator,python-pytest
python-openapi-spec-validator,python-pytest
python-openid,python-django
python-openid,python-httplib2
python-openid,python-mysqlclient
python-openid,python-psycopg2
python-openid,python-pycurl
python-openid,python-pytest
python-openpyxl,python-defusedxml
python-openpyxl,python-pytest
python-openpyxl,python-lxml
python-openpyxl,python-pandas
python-openpyxl,python-pillow
python-openstackclient,python-oslotest
python-openstackclient,python-requests
python-openstackclient,python-requests-mock
python-openstackclient,python-stestr
python-openstackclient,python-testtools
python-openstackclient,python-wrapt
python-openstackclient,python-ddt
python-openstacksdk,python-ddt
python-openstacksdk,python-fixtures
python-openstacksdk,python-hacking
python-openstacksdk,python-jsonschema
python-openstacksdk,python-oslo-config
python-openstacksdk,python-oslotest
python-openstacksdk,python-prometheus_client
python-openstacksdk,python-requests-mock
python-openstacksdk,python-stestr
python-openstacksdk,python-testscenarios
python-openstacksdk,python-testtools
python-opt_einsum,python-pytest
python-ordered-set,python-pytest
python-orjson,python-arrow
python-orjson,python-pendulum
python-orjson,python-psutil
python-orjson,python-pytest
python-orjson,python-pytz
python-orjson,python-xxhash
python-os-client-config,python-stestr
python-os-client-config,python-oslotest
python-os-client-config,python-jsonschema
python-os-client-config,python-glanceclient
python-os-service-types,python-stestr
python-os-service-types,python-oslotest
python-os-service-types,python-testscenarios
python-os-service-types,python-requests-mock
python-os-service-types,python-keystoneauth1
python-osc,python-pytest
python-osc-lib,python-oslotest
python-osc-lib,python-requests-mock
python-osc-lib,python-stestr
python-osc-lib,python-testrepository
python-osc-lib,python-testtools
python-oscpy,python-pytest
python-oscpy,python-pytest-rerunfailures
python-oscrypto,python-pytest
python-oslo-concurrency,python-oslotest
python-oslo-concurrency,python-stestr
python-oslo-concurrency,python-eventlet
python-oslo-config,python-testscenarios
python-oslo-config,python-stestr
python-oslo-config,python-testtools
python-oslo-config,python-oslotest
python-oslo-config,python-oslo-log
python-oslo-config,python-requests-mock
python-oslo-config,python-sphinx
python-oslo-context,python-oslotest
python-oslo-context,python-stestr
python-oslo-db,python-testresources
python-oslo-db,python-testscenarios
python-oslo-db,python-eventlet
python-oslo-db,python-oslotest
python-oslo-db,python-oslo-context
python-oslo-db,python-stestr
python-oslo-db,python-testtools
python-oslo-db,pifpaf
python-oslo-i18n,python-stestr
python-oslo-i18n,python-oslotest
python-oslo-i18n,python-testscenarios
python-oslo-i18n,python-oslo-config
python-oslo-log,python-stestr
python-oslo-log,python-testtools
python-oslo-log,python-oslotest
python-oslo-log,python-eventlet
python-oslo-serialization,python-stestr
python-oslo-serialization,python-oslotest
python-oslo-serialization,python-oslo-i18n
python-oslo-utils,python-eventlet
python-oslo-utils,python-testscenarios
python-oslo-utils,python-testtools
python-oslo-utils,python-oslotest
python-oslo-utils,python-ddt
python-oslo-utils,python-stestr
python-oslotest,python-oslo-config
python-oslotest,python-stestr
python-osmium,python-pytest
python-osmium,python-pytest-httpserver
python-osmium,python-shapely
python-osmium,python-numpy
python-osprofiler,python-ddt
python-osprofiler,python-stestr
python-osprofiler,python-testtools
python-osprofiler,python-docutils
python-osprofiler,python-pymongo
python-osprofiler,python-elasticsearch
python-osprofiler,python-redis
python-osqp,intel-oneapi-mkl
python-osqp,python-pytest
python-outcome,python-pytest
python-outcome,python-pytest-asyncio
python-overrides,python-pytest
python-oyaml,python-pytest
python-packaging,python-pytest
python-packaging,python-pretend
python-paho-mqtt,python-pytest
python-paho-mqtt,python-six
python-pandas,python-pytest
python-pandas,python-pytest-asyncio
python-pandas,python-pytest-xdist
python-pandas,python-hypothesis
python-pandas,python-pandas-datareader
python-pandas,python-numexpr
python-pandas,python-bottleneck
python-pandas,python-matplotlib
python-pandas,python-jinja
python-pandas,python-tabulate
python-pandas,python-scipy
python-pandas,python-numba
python-pandas,python-xarray
python-pandas,python-xlrd
python-pandas,python-xlwt
python-pandas,python-openpyxl
python-pandas,python-xlsxwriter
python-pandas,python-beautifulsoup4
python-pandas,python-html5lib
python-pandas,python-lxml
python-pandas,python-sqlalchemy
python-pandas,python-psycopg2
python-pandas,python-pymysql
python-pandas,python-pytables
python-pandas,python-blosc
python-pandas,zlib
python-pandas,python-pyarrow
python-pandas,python-fsspec
python-pandas,python-pyqt5
python-pandas,python-qtpy
python-pandas,xclip
python-pandas,xsel
python-pandas,python-brotli
python-pandas,python-snappy
python-pandas,python-zstandard
python-pandas,python-dask
python-pandas,python-toolz
python-pandas,python-cftime
python-pandas,python-statsmodels
python-pandas,python-scikit-learn
python-pandas,python-seaborn
python-pandas,python-geopandas
python-pandas,python-odfpy
python-pandas,ipython
python-pandas,python-botocore
python-pandas,python-numba
python-papermill,python-boto3
python-papermill,python-moto
python-papermill,python-pytest
python-param,python-pytest
python-param,python-jsonschema
python-param,python-numpy
python-param,python-pandas
python-param,ipython
python-parameterized,python-pytest
python-paramiko,python-pytest-relaxed
python-paramiko,python-pyasn1
python-paramiko,python-invoke
python-paramiko,python-lexicon
python-paramiko,python-icecream
python-parse,python-pytest
python-parse-type,python-pytest
python-parsedatetime,python-pytest
python-parsel,python-pytest
python-parsel,python-sybil
python-parsel,python-psutil
python-parso,python-pytest
python-partd,python-pytest
python-partd,python-blosc
python-partd,python-numpy
python-partd,python-pandas
python-partd,python-pyzmq
python-parver,python-pytest
python-parver,python-hypothesis
python-parver,python-pretend
python-passlib,python-nose
python-passlib,python-bcrypt
python-passlib,python-django
python-passlib,python-fastpbkdf2
python-passlib,python-scrypt
python-paste,python-pytest
python-paste,python-flup
python-pastedeploy,python-pytest
python-pastel,python-pytest
python-path,python-pytest-enabler
python-path,python-pytest-mypy
python-pathable,python-pytest
python-pbkdf2,python-pytest
python-pbr,python-six
python-pbr,python-stestr
python-pbr,python-testresources
python-pbr,python-testscenarios
python-pbr,python-testtools
python-pbr,python-virtualenv
python-pbr,python-sphinx
python-pbr,python-testrepository
python-pdfminer,python-pytest
python-pdm,git
python-pdm,python-pytest
python-pdm,python-pytest-httpserver
python-pdm,python-pytest-mock
python-pdm,python-pytest-rerunfailures
python-pdm,python-pytest-xdist
python-pdm,python-setuptools
python-pdm,python-uv
python-pdm-backend,git
python-pdm-backend,mercurial
python-pdm-backend,python-editables
python-pdm-backend,python-pytest
python-pdm-backend,python-setuptools
python-pdm-build-locked,python-hatchling
python-pdm-build-locked,python-pkginfo
python-pdm-build-locked,python-pytest
python-pdm-build-locked,python-pytest-mock
python-pecan,python-jinja
python-pecan,gunicorn
python-pecan,python-sqlalchemy
python-pecan,python-genshi
python-pecan,uwsgi
python-pecan,python-pytest
python-pecan,python-kajiki
python-peewee,python-apsw
python-peewee,python-flask
python-peewee,python-psycopg2
python-pem,python-certifi
python-pem,python-pretend
python-pem,python-pytest
python-pendulum,python-babel
python-pendulum,python-freezegun
python-pendulum,python-pytest
python-pendulum,python-pytz
python-pendulum,python-pytzdata
python-pep440,python-pytest-console-scripts
python-persistent,python-zope-testrunner
python-persistent,python-manuel
python-pgpy,python-pytest
python-pgpy,python-pytest-order
python-pgspecial,python-pytest
python-pgspecial,python-configobj
python-phonenumbers,python-protobuf
python-piexif,python-pytest
python-piexif,python-pillow
python-piexif,libwebp
python-piexif,python-sphinx
python-pikepdf,python-hypothesis
python-pikepdf,python-psutil
python-pikepdf,python-pytest-xdist
python-pilkit,python-pytest
python-pillow,python-pytest
python-pillow,python-pytest-timeout
python-pillow-heif,python-defusedxml
python-pillow-heif,python-pytest
python-pillow-heif-docs,python-defusedxml
python-pillow-heif-docs,python-pytest
python-pint,python-numpy
python-pint,python-pytest
python-pint,python-pytest-benchmark
python-pint,python-pytest-subtests
python-pint,python-uncertainties
python-pip,git
python-pip,python-freezegun
python-pip,python-proxy.py
python-pip,python-pytest
python-pip,python-pytest-rerunfailures
python-pip,python-pytest-xdist
python-pip,python-scripttest
python-pip,python-tomli-w
python-pip,python-virtualenv
python-pip,python-werkzeug
python-pip,subversion
python-pipenv,git
python-pipenv,python-flaky
python-pipenv,python-pytest
python-pipenv,python-pytest-cov
python-pipenv,python-pytest-mock
python-pipenv,python-pytest-timeout
python-pipenv,python-pytest-xdist
python-pipenv,python-pytz
python-pipenv-to-requirements,python-pyfakefs
python-pipenv-to-requirements,python-pytest-mock
python-pixelmatch,libpng
python-pixelmatch,python-pytest
python-pixelmatch,python-pytest-benchmark
python-pkginfo,python-pytest
python-platformdirs,python-pytest
python-platformdirs,python-pytest-mock
python-platformdirs,python-appdirs
python-playwright,python-autobahn
python-playwright,python-flaky
python-playwright,python-objgraph
python-playwright,python-pixelmatch
python-playwright,python-pyopenssl
python-playwright,python-pytest
python-playwright,chromium
python-playwright,python-pytest-playwright
python-playwright,python-requests
python-plette,python-pytest
python-plette,python-cerberus
python-plotly,python-requests
python-plotly,python-pytest
python-pluggy,python-pytest
python-plyvel,python-pytest
python-podcastparser,python-pytest
python-poetry,python-deepdiff
python-poetry,python-psutil
python-poetry,python-httpretty
python-poetry,python-pip
python-poetry,python-pytest
python-poetry,python-pytest-mock
python-poetry,python-pytest-randomly
python-poetry,python-pytest-xdist
python-poetry-core,git
python-poetry-core,python-pytest
python-poetry-core,python-pytest-mock
python-poetry-core,python-setuptools
python-poetry-core,python-tomli-w
python-poetry-core,python-virtualenv
python-poetry-dynamic-versioning,python-pytest
python-poetry-plugin-export,python-pytest-mock
python-poetry-plugin-export,python-pytest-xdist
python-pooch,python-pytest
python-pooch,python-pytest-httpserver
python-pook,python-pytest
python-pook,python-aiohttp
python-pook,python-requests
python-portend,python-pytest
python-prance,python-pytest
python-prance,python-click
python-prance,python-pyicu
python-prance,python-openapi-spec-validator
python-praw,python-betamax-serializers
python-praw,python-betamax-matchers
python-praw,python-pytest
python-prawcore,python-betamax
python-prawcore,python-pytest
python-prawcore,python-urllib3
python-prctl,iputils
python-prctl,procps-ng
python-precis_i18n,python-pytest
python-pretend,python-pytest
python-prettytable,python-pytest-lazy-fixtures
python-priority,python-pytest
python-priority,python-hypothesis
python-progressbar,python-dill
python-progressbar,python-pytest
python-progressbar,python-freezegun
python-prometheus_client,python-twisted
python-prometheus_client,python-pytest
python-prompt_toolkit,python-pytest
python-protego,python-pytest
python-protobuf,python-pytest
python-protobuf,python-numpy
python-proxy.py,python-httpx
python-proxy.py,python-pytest
python-proxy.py,python-pytest-asyncio
python-proxy.py,python-pytest-mock
python-proxy.py,python-requests
python-psutil,net-tools
python-psutil,procps-ng
python-psutil,python-pytest
python-psycopg,python-pytest
python-psycopg,python-pytest-asyncio
python-publicsuffix2,python-pytest
python-pudb,python-pytest
python-pudb,python-pytest-mock
python-pure-eval,python-pytest
python-pure-sasl,python-pykerberos
python-pure-sasl,python-six
python-puremagic,python-pytest
python-purl,python-pytest
python-py,python-attrs
python-py,python-pytest
python-py,subversion
python-py-cpuinfo,python-pytest
python-py-partiql-parser,python-pytest
python-py7zr,p7zip
python-py7zr,python-py-cpuinfo
python-py7zr,python-pytest-benchmark
python-py7zr,python-pytest-timeout
python-pyadi-iio,python-pytest
python-pyadi-iio,python-scapy
python-pyaml,python-unidecode
python-pyarrow,python-brotli
python-pyarrow,python-hypothesis
python-pyarrow,python-pandas
python-pyarrow,python-pytest
python-pyarrow,python-pytz
python-pyasn,python-pytest
python-pyasynchat,python-tests
python-pyasyncore,python-tests
python-pyaxmlparser,python-pytest
python-pybcj,python-pytest
python-pybcj,python-hypothesis
python-pybtex,python-pytest
python-pybtex-docutils,python-pytest
python-pycapnp,python-pytest
python-pycapnp,python-pytest-asyncio
python-pycares,python-idna
python-pycares,python-pytest
python-pychm,python-pytest
python-pycodestyle,python-pytest
python-pycountry,python-pytest
python-pycountry,python-importlib-metadata
python-pycrdt,python-anyio
python-pycrdt,python-pydantic
python-pycrdt,python-pytest
python-pycrdt,python-trio
python-pycrdt,python-y-py
python-pycrdt-websocket,hypercorn
python-pycrdt-websocket,python-httpx-ws
python-pycrdt-websocket,python-pytest
python-pycrdt-websocket,python-pytest-asyncio
python-pycrdt-websocket,python-trio
python-pycrdt-websocket,python-websockets
python-pycrdt-websocket,uvicorn
python-pyct,python-pytest
python-pyct,python-requests
python-pyct,python-yaml
python-pycuda,python-pytest
python-pycurl,python-bottle
python-pycurl,python-pytest
python-pycurl,vsftpd
python-pycurl,python-flaky
python-pycurl,python-pyflakes
python-pydantic,python-ansi2html
python-pydantic,python-cloudpickle
python-pydantic,python-devtools
python-pydantic,python-dirty-equals
python-pydantic,python-email-validator
python-pydantic,python-faker
python-pydantic,python-greenlet
python-pydantic,python-hypothesis
python-pydantic,python-jsonschema
python-pydantic,python-packaging
python-pydantic,python-pygments
python-pydantic,python-pytest
python-pydantic,python-pytest-benchmark
python-pydantic,python-pytest-examples
python-pydantic,python-pytest-mock
python-pydantic,python-pytest-pretty
python-pydantic,python-pytz
python-pydantic,python-sqlalchemy
python-pydantic-core,python-dirty-equals
python-pydantic-core,python-hypothesis
python-pydantic-core,python-pytest
python-pydantic-core,python-pytest-benchmark
python-pydantic-core,python-pytest-examples
python-pydantic-core,python-pytest-mock
python-pydantic-core,python-pytest-timeout
python-pydantic-extra-types,python-dirty-equals
python-pydantic-extra-types,python-pendulum
python-pydantic-extra-types,python-phonenumbers
python-pydantic-extra-types,python-pycountry
python-pydantic-extra-types,python-pytest
python-pydantic-extra-types,python-semver
python-pydantic-extra-types,python-ulid
python-pydantic-settings,python-pytest
python-pydantic-settings,python-pytest-examples
python-pydantic-settings,python-pytest-mock
python-pydicom,python-pytest
python-pydicom,python-numpy
python-pydicom,python-pillow
python-pydle,python-pytest-asyncio
python-pydle,python-pure-sasl
python-pydocstyle,python-pytest
python-pydocstyle,python-pip
python-pydocstyle,python-snowballstemmer
python-pydot,python-chardet
python-pydot,python-parameterized
python-pydyf,python-pytest
python-pydyf,python-pillow
python-pydyf,ghostscript
python-pyee,python-pytest-asyncio
python-pyee,python-pytest-trio
python-pyee,python-twisted
python-pyerfa,python-pytest
python-pyfakefs,python-pandas
python-pyfakefs,python-xlrd
python-pyfakefs,python-openpyxl
python-pyfiglet,figlet
python-pyfiglet,python-pytest
python-pyfiglet,toilet
python-pyftpdlib,python-psutil
python-pyftpdlib,python-pyopenssl
python-pyftpdlib,python-pytest
python-pyfuse3,python-pytest
python-pygal,python-pytest
python-pygal,python-lxml
python-pygal,python-pyquery
python-pygal,python-cairosvg
python-pygal,python-flask
python-pygaljs,python-pytest
python-pygccxml,python-pytest
python-pygdbmi,python-pytest
python-pygit2,python-pytest
python-pygithub,python-pytest
python-pygithub,python-cryptography
python-pygithub,python-httpretty
python-pygithub,python-parameterized
python-pygls,python-pytest-asyncio
python-pygments,python-pytest
python-pygments,python-lxml
python-pyhamcrest,python-pytest
python-pyhcl,python-pytest
python-pyicu,python-fonttools
python-pyicu,python-pytest
python-pyicu,python-six
python-pyjsparser,python-js2py
python-pyjsparser,python-pytest
python-pyjwt,python-cryptography
python-pyjwt,python-pytest
python-pykeepass,python-pyotp
python-pylatexenc,python-pytest
python-pyliblo,python-pytest
python-pylint,mpdecimal
python-pylint,python-gitpython
python-pylint,python-py
python-pylint,python-pytest
python-pylint,python-pytest-timeout
python-pylint,python-pytest-benchmark
python-pyls-spyder,python-pytest
python-pymdown-extensions,python-pytest
python-pymdown-extensions,python-pygments
python-pymediainfo,python-pytest
python-pymongo,python-pykerberos
python-pymongo,python-pyopenssl
python-pymongo,python-pytest
python-pymongo,python-pytest-asyncio
python-pymongo,python-requests
python-pymongo,python-service-identity
python-pymongo,python-snappy
python-pymongo,python-zstandard
python-pymupdf,python-fonttools
python-pymupdf,python-pillow
python-pymupdf,python-pytest
python-pymupdf,tesseract-data-eng
python-pynacl,python-pytest
python-pynacl,python-hypothesis
python-pynamodb,python-blinker
python-pynamodb,python-pytest-env
python-pynamodb,python-pytest-mock
python-pynamodb,python-freezegun
python-pynetbox,python-pytest
python-pynetbox,python-pyyaml
python-pyocr,python-pytest
python-pyogrio,python-pytest
python-pyopencl,intel-compute-runtime
python-pyopencl,opencl-clover-mesa
python-pyopencl,opencl-nvidia
python-pyopencl,opencl-rusticl-mesa
python-pyopencl,python-pytest
python-pyopencl,python-pytools
python-pyopencl,python-six
python-pyopencl,rocm-opencl-runtime
python-pyopenssl,python-pytest
python-pyopenssl,python-pretend
python-pyopenssl,python-pytest-rerunfailures
python-pypandoc,texlive-basic
